"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Seguimientos,Comentarios,"Veces que se guardó"
18154000180385203,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","📍 El derecho a la ciudad en disputa

En Bogotá, la llamada “renovación urbana” ha transformado barrios enteros como el Bronx o San Bernardo. Sin embargo, detrás de estos proyectos se esconde una lógica de desplazamiento, donde comunidades enteras son expulsadas para dar paso a la valorización del capital.

🏙️ La ciudad no se construye sola: es el reflejo de intereses económicos, políticos y sociales que deciden quién se queda y quién se va.

📚 Como advierte David Harvey, la urbanización es un fenómeno de clase: concentra riqueza en pocas manos, mientras margina a poblaciones vulnerables. Pero al mismo tiempo, abre espacios para la resistencia vecinal y la defensa del derecho a habitar y a construir comunidad.

❓ Pregunta para ti:
¿Cómo se disputa hoy el derecho a la ciudad frente a los procesos de expansión urbana, transformación del espacio y desplazamiento de comunidades?

#AcosoInmobiliario #RenovaciónUrbana #DerechoALaCiudad #Bogotá #SanBernardo #UrbanismoCrítico #ResistenciaVecinal #JusticiaSocial #ComunidadesVulnerables #DesplazamientoForzado #CapitalismoUrbano #ExclusiónSocial #Harvey #MovimientosUrbanos #Gentrificación #CiudadesJustas #TejidoSocial #ColectivosVecinales #AccesoALaVivienda #DerechosHumanos #CiudadaníaActiva #LuchaSocial #DefensaDelTerritorio #UrbanismoConsciente #ComunidadesOrganizadas #TransformaciónUrbana #alcaldiadebogotá #Colombia #Galán #lentejas",0,"09/06/2025 06:00",https://www.instagram.com/p/DOQv5EPjvtE/,"Secuencia de Instagram",,Total,2634,469,34,6,1,2,4
18075775865071273,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¡Participa en la #ConvocatoriaKairós! ✍️

¿Eres amante del pensamiento crítico, la política, la teoría jurídica, la sociedad o la filosofía? ¡Esta es tu oportunidad de ser parte de Kairós: Política & Sociedad!

Estamos recibiendo artículos, ensayos, reseñas, crónicas y más para nuestra segunda edición.

Puedes enviar tu escrito en español o inglés, y ser leído por una comunidad académica y creativa de diversas universidades y espacios culturales.

Nuestros ejes temáticos van desde análisis internacionales, historia colombiana, reflexiones filosóficas, hasta cuentos, poemas y perfiles de pensadores.

¿Tienes algo que aportar?

➡ Envía tu borrador (2500 a 6000 palabras) acompañado de imágenes y tu perfil académico.

➡ Tu texto será parte de una red latinoamericana e internacional de discusión, reflexión y pensamiento transformador.

🔗 Postula tu escrito aquí:
https://forms.office.com/r/9HT1zxbfwk?origin=lprLink

Más detalles en: https://kairospoliticaysociedad.com/

¡Construyamos juntos nuevos relatos y perspectivas para el mundo y para Colombia!

#RevistaKairós #ConvocatoriaAcadémica #PublicaConPropósito #revista #universidadelbosque #publicaciones",0,"08/19/2025 07:59",https://www.instagram.com/p/DNinQFbOYMk/,"Secuencia de Instagram",,Total,8998,939,43,16,4,0,6
17911186083160969,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","Este 11 de julio se conmemoró el centenario del nacimiento de Orlando Fals Borda, pionero de la sociología crítica en América Latina. Su pensamiento nos enseñó a sentipensar el mundo, a construir una ciencia propia desde abajo y a romper con el colonialismo intelectual que aún atraviesa nuestras universidades.

Desde la Investigación Acción Participativa hasta el socialismo raizal, su legado sigue vivo en las luchas por la justicia social, el saber popular y la transformación colectiva. Pues no se trata solo de pensar el mundo, sino de sentirlo para transformarlo.

📌 Desliza para conocer su historia y preguntarte con nosotrxs: ¿cuál piensas que es la relevancia y vigencia de la investigación sentipensante en un contexto colombiano atravesado por la violencia estructural?

#OrlandoFalsBorda #sentipensar #sociologíacrítica #investigaciónacciónparticipativa #justiciasocial #descolonizarelsaber #epistemologíasdelsur #socialismoraizal #buenvivir #saberpopular #cienciapropia #memoriacrítica #transformaciónsocial #pensamientolatinoamericano #Kairós #UNAL",0,"07/13/2025 16:52",https://www.instagram.com/p/DMESujSMAsx/,"Secuencia de Instagram",,Total,4390,417,31,3,1,1,4
18048296927565840,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🔎 ¿Genocidio solo físico?
La ocupación israelí en Palestina no puede comprenderse únicamente desde la destrucción material. Este análisis propone una lectura ontológica del conflicto: una que visibiliza el epistemicidio, el espiritualicidio y el existencialicidio como dimensiones centrales del colonialismo sionista.

📚 A partir de las categorías desarrolladas por el sociólogo decolonial Ramón Grosfoguel, este enfoque permite desagregar el genocidio más allá de lo infraestructural, y revela su impacto en la memoria, el saber, la espiritualidad y la existencia palestina.

💥 Ataques a universidades, archivos, mezquitas y símbolos de vida cotidiana no son daños colaterales: son expresiones materiales de una violencia ontológica.

🧠 Una invitación a pensar el genocidio desde sus múltiples hipóstasis.

🗣️ ¿Habías pensado el conflicto palestino-israelí desde esta dimensión filosófica? Cuéntanos tu perspectiva.

#PalestinaLibre #TeoríaDecolonial #Grosfoguel #GenocidioOntológico #Epistemicidio #Colonialismo #IsraelPalestina #PensamientoCrítico #FilosofíaPolítica #JusticiaGlobal",0,"07/03/2025 14:43",https://www.instagram.com/p/DLqUAxquERV/,"Secuencia de Instagram",,Total,2341,820,30,11,3,1,10
18045873617170834,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","⚫ 21 de mayo: Día de la Afrocolombianidad
Conmemorar también es representarse. Resistir también es narrarse.

🌿 Hoy no solo recordamos la abolición de la esclavitud en Colombia (1851), sino las luchas activas, los cuerpos dignos, las memorias negras que tejieron libertad mucho antes —y mucho después— de cualquier decreto.

🔥 Cimarronas, insurgentes, sabedoras, artistas, líderes, comunidades: el pueblo afrocolombiano ha sido columna vertebral en la historia, aunque el relato oficial insista en silenciarlo.

📣 Porque el racismo no es un rezago del pasado, sino una estructura viva. Porque la afrocolombianidad no es folclor ni fecha: es identidad en movimiento, historia en disputa, presente que interpela.

🖤 Como dijo Stuart Hall, la identidad no está dada: se construye, se lucha, se representa.

🎥 Hoy, desde Kairós, te invitamos a mirar, escuchar y sentir otras voces.
Cine, memoria y dignidad:
🔸 Chocó – Jhonny Hendrix
🔸 Somos calentura – Jorge Navas
🔸 Candelaria – Jhonny Hendrix

💭 ¿Qué significa, hoy, afirmar la afrocolombianidad en lo cotidiano?

#Afrocolombianidad #21DeMayo #MemoriaNegra #ResistenciaAfro #IdentidadEnConstrucción #RacismoEstructural #AfroColombia #JusticiaRacial #CulturaAfro #Cimarronaje #Afrodescendencia #HistoriasQueResisten #PensamientoNegro #KairósPolíticaYSociedad #DiversidadÉtnica #RepresentaciónImporta #Lentejas #CineAfrocolombiano #Afrofuturo #DignidadEnMovimiento",0,"05/21/2025 16:54",https://www.instagram.com/p/DJ706oxux3u/,"Secuencia de Instagram",,Total,1596,379,37,6,0,0,3
18505769176051073,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🕊️ José “Pepe” Mujica (1935–2025)
El último estoico del Sur. Guerrillero, preso político, presidente y campesino. Un símbolo de coherencia ética y política que nos deja un legado profundo en tiempos de cinismo y desencanto.

🌱 Desde la clandestinidad del Movimiento de Liberación Nacional – Tupamaros hasta el Frente Amplio, Mujica encarnó una política de la sobriedad, la justicia y la ternura. Su vida fue un testimonio de que se puede gobernar sin privilegios, vivir sin lujos y amar sin medida.

💬 “No soy pobre, soy sobrio. Liviano de equipaje para que las cosas no me roben la libertad”.

📣 Su crítica al consumismo y al capitalismo no fue un discurso más: fue una forma de vida. Donó el 90% de su salario, legalizó el aborto, el matrimonio igualitario y el cannabis. Gobernó con el ejemplo, en sandalias y con su perra Manuela a cuestas.

🌍 Nos deja el “presidente más pobre del mundo”, pero también uno de los más ricos en humanidad.

✨ A Pepe, gracias por existir.

#PepeMujica #Uruguay #Revolución #Progresismo #Izquierda #FrenteAmplio #MLNTupamaros #Lentejas #VidaSencilla #Anticapitalismo #AméricaLatina #Utopía #ConsumoResponsable #Estoicismo #MujicaPresente #Resistencia #JusticiaSocial #MemoriaHistórica #DerechosHumanos #ElSurTambiénPiensa",0,"05/15/2025 10:13",https://www.instagram.com/p/DJrqP4UuO_n/,"Secuencia de Instagram",,Total,4286,617,40,8,0,1,5
18088576027720161,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Qué hay detrás del humo blanco?
No es solo una elección espiritual ✝️: es una apuesta política ♟️, una batalla simbólica ⚔️ y un giro histórico para la Iglesia del siglo XXI 🌍.

Desde el origen medieval del cónclave 🕰️ hasta la elección del nuevo Papa León XIV ✨, este carrusel te lleva al corazón de uno de los ritos más herméticos y decisivos del catolicismo ⛪.
¿Tradición o reforma? ⚖️ ¿Poder divino o diplomacia global? 🌐

Descubre cómo la fe, la política y el símbolo se entrelazan en la elección de un nuevo Pontífice.
Desliza ➡️ para entender por qué el Vaticano aún puede cambiar el mundo.

¿Qué tipo de Iglesia propone León XIV al mundo con su elección, y qué desafíos marcarán su pontificado desde el primer día?
Te leemos en los comentarios.

#Cónclave2025 #PapaLeónXIV #TeologíaPolítica #IglesiaCatólica #PoderYSimbolismo #Vaticano #FeYPolítica #LiturgiaYPolítica #EspiritualidadCrítica #CristianismoGlobal #IglesiaYModernidad #Lentejas",0,"05/09/2025 12:16",https://www.instagram.com/p/DJcbfNyOUd8/,"Secuencia de Instagram",,Total,1843,330,33,4,0,0,1
18059169602139886,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🔥¿Y si Lenin no fuera un vestigio del siglo XX, sino una pregunta urgente para este presente en ruinas?
Más que un dogma, su pensamiento fue una crítica radical al Estado como garante de la dominación capitalista y a las falsas salidas que administran el colapso sin tocar sus causas.

📖 En este carrusel recorremos cómo su propuesta problematizó las nociones de democracia, poder y revolución, y cómo su advertencia sobre el carácter irreformable del Estado burgués aún resuena en contextos atravesados por la crisis climática, el hambre y la violencia estructural.

👥 ¿Crees posible pensar hoy una transformación social sin ruptura con la maquinaria estatal? Te leemos en los comentarios.

📚 Basado en El Estado y la Revolución de Vladímir Ilich Uliánov (Lenin).

#Lenin #EstadoYRevolución #TeoríaCrítica #CríticaDelEstado #DemocraciaFormal #EmancipaciónSocial #SurGlobal #CrisisClimática #MovilizaciónSocial #PensamientoPolítico #LeninHoy #HistoriaYPensamiento #TransformaciónRadical #MarxismoCrítico #ImaginaciónPolítica #ColapsoYResistencia #TeoríaPolítica #Lentejas",0,"05/07/2025 15:57",https://www.instagram.com/p/DJXrPtzuj_N/,"Secuencia de Instagram",,Total,1274,387,29,7,0,0,2
18349920217159038,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","Ritmo Exótico en Bogotá: danza, resistencia y memoria encarnada ✊🏾🎶🖤

¿Cómo puede un baile convertirse en un acto político? 🩰🔥
Este carrusel explora el ritmo exótico, un estilo nacido en Quibdó, Chocó que trasciende el espectáculo para convertirse en una herramienta de resistencia cultural y corporal en una ciudad atravesada por desigualdades.

Desde cuerpos que narran historias de lucha hasta comunidades que reconfiguran su lugar en el espacio público a través de la danza, este fenómeno enfrenta el racismo estructural, reivindica la identidad afrocolombiana y tensiona los límites entre lo culturalmente aceptado y lo históricamente marginado.

Hablemos de bailar para existir 💃🏾, de corporizar la memoria y de cómo una práctica nacida de la resistencia resiste la absorción del mercado y las lógicas hegemónicas.

Desliza y descubre cómo esta práctica se ha convertido en un acto cotidiano de resistencia, memoria y emancipación corporal en medio de una ciudad desigual. 🎶✨

Léelo aquí:
👉🏾 kairospoliticaysociedad.com/ritmo-exotico-en-bogota-resistencia-cultural-y-reafirmacion-identitaria-de-instructores-afrocolombianos-de-ascendencia-chocoana-2018-2024

#RitmoExótico #ResistenciaAfro #DanzaPolítica #Afrocolombianidad #MemoriaCorporal #BogotáBaila #AfroResiste #Emancipaciones #CulturaViva #PacíficoPresente #BailarParaExistir #Lentejas",0,"05/04/2025 10:30",https://www.instagram.com/p/DJPXZtjusar/,"Secuencia de Instagram",,Total,3502,1286,91,13,2,0,8
18402503284104858,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","¿Por qué deseamos lo que nos hiere?
El 𝘿𝙖𝙧𝙠 𝙍𝙤𝙢𝙖𝙣𝙘𝙚, un subgénero en auge entre lectoras jóvenes, mezcla erotismo, sufrimiento y relaciones de poder desiguales. Bajo la apariencia de fantasía transgresora, muchas veces reproduce la pedagogía patriarcal del amor como sacrificio.

Desde una mirada crítica feminista, exploramos cómo estas narrativas moldean el deseo femenino en clave de subordinación. No se trata de censura, sino de cuestionar: 
¿quién escribió nuestros deseos y a quién benefician?

En este carrusel, a partir de autoras como Kate Millett, bell hooks, Angela Davis y Rosalind Gill, analizamos si el _dark romance_ es una forma de agencia o una trampa disfrazada de amor intenso.

¿El dark romance empodera o adiestra? ¡Te leemos en los comentarios!

Basado en: Sexual Politics, All About Love, y otros textos clave del feminismo crítico. 

#DarkRomance #FeminismoCrítico #DeseoPolítico #AmorRomántico #ViolenciaSimbolica #CulturaPop #KateMillett #bellhooks #AngelaDavis #RosalindGill #RelacionesDePoder #Consentimiento #LiteraturaFeminista #Wattpad #TikTokBooks #JusticiaAfectiva #FantasíaYPatriarcado #Lentejas",0,"04/30/2025 17:19",https://www.instagram.com/p/DJFzDSaO2ux/,"Secuencia de Instagram",,Total,1802,837,48,11,1,1,4
18038284817284292,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","💥 El estallido social de 2021 en Colombia dejó al descubierto las heridas abiertas de la desigualdad, la violencia estatal y la impunidad. Desde una lectura foucaultiana, la represión policial no fue un exceso: fue la expresión normalizada de un orden que administra la vida y decide quién puede ser expuesto a la muerte.

En este carrusel exploramos cómo el Estado colombiano ejerce una tanatopolítica bajo la apariencia de orden y legalidad, y cómo la juventud empobrecida y racializada resistió a ese poder.

📚 Basado en Defender la sociedad de Michel Foucault.
👥 ¿Cómo crees que la resistencia social puede subvertir estos dispositivos de control? ¡Te leemos en los comentarios!

#EstallidoSocial #Colombia2021 #RepresiónPolicial #ViolenciaEstatal #DerechoALaProtesta #ESMAD #Impunidad #Foucault #Tanatopolítica #Biopolítica #DefenderLaSociedad #MovilizaciónSocial #ProtestaSocial #JuventudResiste #PoderYResistencia #PensamientoCrítico #JusticiaSocial #DerechosHumanos #TeoríaCrítica #MemoriaHistórica",0,"04/28/2025 17:28",https://www.instagram.com/p/DJAqgI_sJqC/,"Secuencia de Instagram",,Total,1417,561,38,9,1,2,3
18028723010406830,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🎸🔥 System of a Down: música, protesta y política 🔥🎸

El 24 de abril de 2025, System of a Down encendió Bogotá con el inicio de su Wake Up! South American Stadium Tour.
Su paso por Colombia nos invita a pensar cómo la música extrema puede ser un motor de resistencia frente a la opresión social y la violencia estructural.

👉 En este carrusel exploramos cómo SOAD combina rock y crítica política: del genocidio armenio al sistema carcelario estadounidense y la sociedad de consumo.

🎶 ¿Qué canción de SOAD crees que transmite mejor un mensaje de protesta? ¡Te leemos en los comentarios! 👇

#SystemOfADown #SOAD #WakeUpTour #WakeUpSouthAmerica #SOAD2025 #SOADenBogotá #ChopSuey #Toxicity #Aerials #Hypnotize #LonelyDay #Question #PrisonSong #DeerDance #PLUCK #Arto #RockPolitico #RockDeResistencia #MetalDeProtesta #MetalAlternativo #NuMetal #AlternativeMetal #MetalConsciente #RockYPolitica #ActivismoMusical #GenocidioArmenio #ConsumoCritico #Alienacion #Capitalismo #ResistenciaCultural",0,"04/27/2025 17:53",https://www.instagram.com/p/DI-IiH9suTq/,"Secuencia de Instagram",,Total,4523,961,63,15,1,6,3
18063065791843914,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","✊🏽 Carlos Pizarro: 35 años de que la vida fue asesinada en primavera
📖 Un comandante, un líder popular y un soñador asesinado por querer cambiarlo todo.

🌿 Este carrusel revive la historia de quien fuera uno de los fundadores del M-19, un movimiento armado que rompió con el comunismo ortodoxo para apostar por una insurgencia nacionalista, popular y urbana.

⚔️ De las armas a la palabra, de la selva al debate, de la lucha armada al sueño constituyente. Carlos Pizarro fue clave en la dejación de armas del M-19 y en su transformación política.

🔥 Su asesinato, el 26 de abril de 1990, truncó una candidatura presidencial que pudo cambiar la historia de Colombia.

💥 ¿Qué país seríamos hoy si Pizarro hubiera vivido? ¿Cómo se habría escrito nuestra Constitución, la paz, la democracia?

🕊️ La reconciliación no como olvido, sino como construcción de memoria colectiva.
⚖️ La política como herramienta para refundar un país herido.
✊🏽 El valor de quienes dejaron las armas para apostar por la palabra… y fueron silenciados.

🧠 Desliza, reflexiona y cuéntanos: 👉🏼 ¿crees que otra Colombia era —y aún es— posible?

#CarlosPizarro35Años #MemoriaHistórica #M19 #ColombiaSinMiedo #PizarroVive #VerdadParaLaPaz #ComisiónDeLaVerdad #NuncaMásLaGuerra #DemocraciaYMemoria #ViolenciaPolítica #ReconciliaciónNacional #AsambleaConstituyente1991 #PazEsConMemoria #HistoriaDeColombia #TransformaciónPolítica #PensamientoCrítico #HistoriaLatinoamericana #PolíticaYPaz #EducaciónParaLaMemoria #LibrosRecomendados #carlospizarro #pizarro #lentejas #seleccióncolombia #mariajosepizarro",0,"04/26/2025 12:11",https://www.instagram.com/p/DI68pFwump8/,"Secuencia de Instagram",,Total,2993,1765,49,28,1,0,6
18131003353414699,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","✝️ LA TEOLOGÍA DE LA LIBERACIÓN
📖 Un Dios de y para los oprimidos

🌎 Más allá de los dogmas y las festividades tradicionales, este carrusel explora una de las reconceptualizaciones más potentes del cristianismo en América Latina. La Teología de la Liberación no solo fue un grito contra la pobreza y la injusticia: fue una praxis política, ética y espiritual que incomodó a dictaduras, imperios y jerarquías eclesiásticas.

🔥 Desde Gustavo Gutiérrez hasta Ignacio Ellacuría, pasando por Dussel y Mariátegui, te contamos cómo este movimiento transformó la forma de entender la fe, el Evangelio y la lucha por un mundo más justo.

💥 ¿Por qué fue perseguida? ¿Qué papel jugó EE.UU.? ¿Qué vigencia tiene hoy en nuestras luchas sociales?

🕊️ Jesucristo no como símbolo de obediencia, sino como amenaza al poder opresor.
⚖️ La fe como praxis liberadora.
✊🏽 El Evangelio desde los pobres.

🧠 Desliza, reflexiona y déjanos tu opinión: 👉🏼 ¿Es esta una espiritualidad más afín a las realidades latinoamericanas?
👉🏼 ¿Cómo se relacionan fe y emancipación hoy?

#Hashtags temáticos: #TeologíaDeLaLiberación #CristianismoLiberador #GustavoGutiérrez #IgnacioEllacuría #EnriqueDussel #JoséCarlosMariátegui #EspiritualidadCrítica #FeYJusticiaSocial #TeologíaLatinoamericana #ReligiónYPolítica #IglesiaYRevolución #OpciónPorLosPobres #ConcilioVaticanoII #EmancipaciónLatinoamericana #PensamientoCrítico #CaféConIdeas #LibrosRecomendados #HistoriaOculta #FútbolConConciencia #LentejasRevolucionarias",0,"04/24/2025 17:04",https://www.instagram.com/p/DI2UjvmOViZ/,"Secuencia de Instagram",,Total,1237,564,30,8,2,1,1
18179075635321037,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🐾✨ ¡La Ley Ángel ya es una realidad en Colombia! Hoy, 23 de abril de 2025, se dio un paso histórico en la defensa de los derechos de los animales. El presidente Gustavo Petro sancionó oficialmente las leyes Ángel y Lorenzo, y consolidó así su reconocimiento como parte del marco jurídico del país.

📜 En este carrusel te contamos por qué esta ley es mucho más que un acto simbólico: es un grito de justicia por quienes no pueden defenderse, un homenaje a la vida de Ángel y un llamado urgente a transformar la forma en que tratamos a los seres sintientes.

📚 A través de las voces de Peter Singer y Corine Pelluchon, reflexionamos sobre el especismo, la consideración moral y la politización de la causa animal. Porque entender que los animales sienten no es suficiente: es hora de actuar en consecuencia.

❤️ “Transformar la sociedad y reconocer su vida es un acto de amor”.

💭 ¿Y tú qué opinas? ¿Castigar el maltrato basta? O ¿es hora de reconocer que la verdadera justicia exige derechos, no solo sanciones?

#LeyÁngel #JusticiaAnimal #DerechosAnimales #NoAlEspecismo #PeterSinger #CorinePelluchon #AnimalesSintientes #GustavoPetro #Ecologismo #Ambientalismo #ProtecciónAnimal #AmorPorLosAnimales #LeyLorenzo #CambioCultural #ConcienciaAnimal #Kairós #FilosofíaPolítica #ReflexiónCrítica #TransformaciónSocial #Lentejas",0,"04/23/2025 15:41",https://www.instagram.com/p/DIzmTR3udLK/,"Secuencia de Instagram",,Total,4635,646,46,16,0,4,1
18040068692445763,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🌍✨ ¿Qué puede decirnos la fe en tiempos de crisis?
Desde los márgenes del mundo y con una voz profundamente política, el Papa Francisco ha reconfigurado la Doctrina Social de la Iglesia (DSI) para hablarle a nuestra época: exclusión, desigualdad, crisis climática y desencanto democrático.

En este carrusel exploramos cómo la DSI, lejos de ser un conjunto de normas estáticas, se convierte en una brújula ética para enfrentar los desafíos globales. Desde la crítica al modelo económico que mata hasta la apuesta por una fraternidad sin fronteras, esta es una invitación a repensar la espiritualidad como praxis social transformadora.

🕊️ Una Iglesia en salida.
🌱 Una ética del cuidado.
📢 Una fe que interpela al poder.

👉 Desliza y descubre por qué el Evangelio, leído desde las periferias, sigue siendo profundamente revolucionario.

#DoctrinaSocialDeLaIglesia #PapaFrancisco #FratelliTutti #EvangeliiGaudium #IglesiaEnSalida #JusticiaSocial #EconomíaDelCuidado #ÉticaYPolítica #TeologíaDesdeLosMárgenes #CatolicismoCrítico #FeYCompromiso #TransformaciónSocial #CrisisClimática #DiálogoInterreligioso #FraternidadGlobal",0,"04/22/2025 16:57",https://www.instagram.com/p/DIxKMRiuRQP/,"Secuencia de Instagram",,Total,2371,929,44,10,2,3,3
18140605693382606,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🔍 ¿Cómo moldea la narcocultura los roles de género?
🚺💣 La narcocultura no solo trafica con sustancias… también con estigmas. En este carrusel reflexionamos sobre cómo el narcomundo reproduce y refuerza la subordinación femenina a través de estéticas, discursos y roles que legitiman el machismo.

📚 Con aportes de Judith Butler, Will Kymlicka y Marie Lourties, analizamos cómo esta cultura impone límites a la performatividad de género y perpetúa el patriarcado desde lo simbólico, lo doméstico y lo violento.

👩‍🦰 La mujer del narco.
👵 La madre del sicario.
🧍‍♀️ La víctima silenciada.
Todas ellas, figuras atravesadas por el poder, la exclusión y la violencia.

🧠 Reflexiona con nosotros:
¿Crees que la narcocultura sigue influyendo en cómo se percibe el rol de las mujeres en Colombia?

📲 Desliza para entender cómo las representaciones del narco refuerzan los estereotipos y por qué urge una crítica feminista frente a esta problemática.

#Narcocultura #GéneroYViolencia #FeminismoCrítico #Narcoestética #PerspectivaDeGénero #KairósPolíticaYSociedad #ViolenciasEstructurales #SubordinaciónFemenina #TeoríaFeminista #JudithButler
#EstéticaDelNarco #FeminismoLatinoamericano #DesigualdadDeGénero #AnálisisCrítico #CulturaYPoder #RepresentacionesSociales #NarrativasMachistas #Narcomundo #CríticaSocial #PatriarcadoModerno",0,"04/21/2025 17:02",https://www.instagram.com/p/DIul8ABOJC0/,"Secuencia de Instagram",,Total,1385,686,37,7,1,0,8
18018199412694530,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","📌 EL MIEDO COMO HERRAMIENTA POLÍTICA
⠀
El miedo no solo paraliza. También ordena, divide y justifica.
⠀
En la historia, ha sido usado para sostener el poder, crear enemigos y moldear identidades colectivas. Hoy no es distinto.
⠀
👁️‍🗨️ Trump, el Título 42, el discurso antivenezolanos en Colombia… ¿cuántas veces se ha usado el miedo para excluir?
⠀
A partir de Corey Robin y Korstanje, exploramos cómo el miedo se convierte en discurso, y cómo ese discurso legitima políticas que afectan a los más vulnerables.
⠀
📢 Desliza y pregúntate: ¿Quién gana cuando tenemos miedo?
⠀
#PolíticaDelMiedo #MiedoYPoder #EmocionesPolíticas #ControlSocial #Dominación #InstrumentalizaciónDelMiedo #GobernarConMiedo #PolíticaDelDiscurso
#PensamientoCrítico #TeoríaCrítica #FilosofíaPolítica #CoreyRobin #Korstanje #TeoríaSocial #EstudiosDelPoder #EstudiosCríticos
#Migración #DiscursoAntiinmigrante #Discriminación #Xenofobia #IdentidadYPolítica #Colombia #EstadosUnidos #PolíticaYMedios #DiscursosDeOdio
#JusticiaSocial #DesigualdadEstructural #PolíticaEmancipatoria #RepensarElPoder",0,"04/12/2025 12:04",https://www.instagram.com/p/DIW4sKCuUio/,"Secuencia de Instagram",,Total,821,207,35,6,0,0,4
17937324665998092,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","🔍 ¿REARME O NEGOCIO? 💣💶
Europa está en una nueva encrucijada. La geopolítica global, marcada por la relación Trump–Putin y el abandono de Ucrania, ha activado un plan de rearme sin precedentes: 800.000 millones de euros destinados a defensa. Pero... ¿qué se esconde detrás de este giro?

👉 En este carrusel te explicamos cómo el discurso de seguridad puede ser una oportunidad disfrazada de amenaza, lo que favorece a las grandes empresas armamentísticas y desplazando las políticas sociales y ambientales.

📈 Leonardo, BAE Systems, Rheinmetall... Todas celebran en bolsa mientras Europa se adentra en una carrera que Naomi Klein llamaría capitalismo del desastre.

🧠 ¿La seguridad realmente es el objetivo o solo un medio para proteger otros intereses?

✍️ Desliza, reflexiona y cuéntanos:
¿Estamos ante un rearme necesario o ante un shock que beneficia a unos pocos?

#RearmeEuropeo #CapitalismoDelDesastre #DoctrinaDelShock #SeguridadOIndustria #KairósPolíticaYSociedad #IndustriaArmamentística #Securitización #GeopolíticaCrítica #TrumpPutin #CrisisYCapital #PazEnElKremlin #GastoMilitar #EuropaEnArmas #EconomíaDeGuerra #PolíticaInternacional #Aranceles #ShockYGanancias #china #estadosunidosdeamérica #rusia",0,"04/09/2025 17:05",https://www.instagram.com/p/DIPsystuucn/,"Secuencia de Instagram",,Total,1265,646,34,11,2,0,4
18016815239703595,17841468818390769,revista_kairos,"Kairós: Política & Sociedad | Semillero de investigación","Teoría Queer y la Sentencia SU-440 de 2021 🌈

Helena Herrán, una mujer trans de 61 años, demandó a Colpensiones tras la negativa de otorgarle su pensión bajo el régimen de mujeres, ignorando su identidad de género. La Corte Constitucional reconoció su derecho en la sentencia SU-440/21, pero desde una mirada queer, ¿realmente desafía las normas excluyentes?

⚖️ A través de la teoría queer, cuestionamos cómo el sistema jurídico aún impone barreras a identidades no normativas. Aunque hubo avances, la sentencia expone la brecha entre el reconocimiento legal y las luchas cotidianas por la igualdad.

🚨 Reflexiona sobre la relación entre derecho, género y poder. ¿El derecho ofrece verdadera protección a las personas trans, o perpetúa la discriminación bajo una apariencia de inclusión?

👉 Léelo en: https://kairospoliticaysociedad.com/entre-el-reconocimiento-formal-y-la-discriminacion-sistemica-un-enfoque-queer-sobre-la-sentencia-su-440-de-2021/

#TeoríaQueer #DerechosTrans #JusticiaSocial #IdentidadDeGénero #IgualdadDeGénero #InclusiónLGBT #CorteConstitucional #NoDiscriminación #SeguridadSocial #DerechosHumanos #VisibilidadTrans #JusticiaTrans #PoderYGénero #LGBTIQ #Heteronormatividad #díadelavisibilidadtrans #visibilidadtrans #visibilidadtransgénero #justicia",0,"03/31/2025 17:11",https://www.instagram.com/p/DH4iSUuuN1N/,"Secuencia de Instagram",,Total,1161,385,29,10,0,2,2
